               0.008                    0                    0                  249
               1.008                    0                    0                  249
               2.008                    0                    0                  249
               3.008                    0                    0                  249
               4.008                    0                    0                  249
               5.008                    0                    0                  249
               6.008                    0                    0                  249
               7.008                    0                    0                  249
               8.008                    0                    0                  249
               9.008                    0                    0                  249
              10.008                    0                    0                  249
              11.008                    0                    0                  249
              12.008                    0                    0                  249
              13.008                    0                    0                  249
              14.008                    0                    0                  249
              15.008                    0                    0                  249
              16.008                    0                    0                  249
              17.008                    0                    0                  249
              18.008                    0                    0                  249
              19.008                    0                    0                  249
              20.008                    0                    0                  249
              21.008                    0                    0                  249
              22.008                    0                    0                  249
              23.008                    0                    0                  249
              24.008                    0                    0                  249
              25.008                    0                    0                  249
              26.008                    0                    0                  249
              27.008                    0                    0                  249
              28.008                    0                    0                  249
              29.008                    0                    0                  249
              30.008                    0                    0                  249
              31.008                    0                    0                  249
              32.008                    0                    0                  249
              33.008                    0                    0                  249
              34.008                    0                    0                  249
              35.008                    0                    0                  249
              36.008                    0                    0                  249
              37.008                    0                    0                  249
              38.008                    0                    0                  249
              39.008                    0                    0                  249
              40.008                    0                    0                  249
              41.008                    0                    0                  249
              42.008                    0                    0                  249
              43.008                    0                    0                  249
              44.008                    0                    0                  249
              45.008                    0                    0                  249
              46.008                    0                    0                  249
              47.008                    0                    0                  249
              48.008                    0                    0                  249
              49.008                    0                    0                  249
              50.008                    0                    0                  249
              51.008                    0                    0                  249
              52.008                    0                    0                  249
              53.008                    0                    0                  249
              54.008                    0                    0                  249
              55.008                    0                    0                  249
              56.008                    0                    0                  249
              57.008                    0                    0                  249
              58.008                    0                    0                  249
              59.008                    0                    0                  249
              60.008                    0                    0                  249
              61.008                    0                    0                  249
              62.008                    0                    0                  249
              63.008                    0                    0                  249
              64.008                    0                    0                  249
              65.008                    0                    0                  249
              66.008                    0                    0                  249
              67.008                    0                    0                  249
              68.008                    0                    0                  249
              69.008                    0                    0                  249
              70.008                    0                    0                  249
              71.008                    0                    0                  249
              72.008                    0                    0                  249
              73.008                    0                    0                  249
              74.008                    0                    0                  249
              75.008                    0                    0                  249
              76.008                    0                    0                  249
              77.008                    0                    0                  249
              78.008                    0                    0                  249
              79.008                    0                    0                  249
              80.008                    0                    0                  249
              81.008                    0                    0                  249
              82.008                    0                    0                  249
              83.008                    0                    0                  249
              84.008                    0                    0                  249
              85.008                    0                    0                  249
              86.008                    0                    0                  249
              87.008                    0                    0                  249
              88.008                    0                    0                  249
              89.008                    0                    0                  249
              90.008                    0                    0                  249
              91.008                    0                    0                  249
              92.008                    0                    0                  249
              93.008                    0                    0                  249
              94.008                    0                    0                  249
              95.008                    0                    0                  249
              96.008                    0                    0                  249
              97.008                    0                    0                  249
              98.008                    0                    0                  249
              99.008                    0                    0                  249
             100.008                    0                    0                  249
             101.008                    0                    0                  249
             102.008                    0                    0                  249
             103.008                    0                    0                  249
             104.008                    0                    0                  249
             105.008                    0                    0                  249
             106.008                    0                    0                  249
             107.008                    0                    0                  249
             108.008                    0                    0                  249
             109.008                    0                    0                  249
             110.008                    0                    0                  249
             111.008                    0                    0                  249
             112.008                    0                    0                  249
             113.008                    0                    0                  249
             114.008                    0                    0                  249
             115.008                    0                    0                  249
             116.008                    0                    0                  249
             117.008                    0                    0                  249
             118.008                    0                    0                  249
             119.008                    0                    0                  249
             120.008                    0                    0                  249
             121.008                    0                    0                  249
             122.008                    0                    0                  249
             123.008                    0                    0                  249
             124.008                    0                    0                  249
             125.008                    0                    0                  249
             126.008                    0                    0                  249
             127.008                    0                    0                  249
             128.008                    0                    0                  249
             129.008                    0                    0                  249
             130.008                    0                    0                  249
             131.008                    0                    0                  249
             132.008                    0                    0                  249
             133.008                    0                    0                  249
             134.008                    0                    0                  249
             135.008                    0                    0                  249
             136.008                    0                    0                  249
             137.008                    0                    0                  249
             138.008                    0                    0                  249
             139.008                    0                    0                  249
             140.008                    0                    0                  249
             141.008                    0                    0                  249
             142.008                    0                    0                  249
             143.008                    0                    0                  249
             144.008                    0                    0                  249
             145.008                    0                    0                  249
             146.008                    0                    0                  249
             147.008                    0                    0                  249
             148.008                    0                    0                  249
             149.008                    0                    0                  249
             150.008                    0                    0                  249
             151.008                    0                    0                  249
             152.008                    0                    0                  249
             153.008                    0                    0                  249
             154.008                    0                    0                  249
             155.008                    0                    0                  249
             156.008                    0                    0                  249
             157.008                    0                    0                  249
             158.008                    0                    0                  249
             159.008                    0                    0                  249
             160.008                    0                    0                  249
             161.008                    0                    0                  249
             162.008                    0                    0                  249
             163.008                    0                    0                  249
             164.008                    0                    0                  249
             165.008                    0                    0                  249
             166.008                    0                    0                  249
