             167.008                    0                    0                  249
             168.008                    0                    0                  249
             169.008                    0                    0                  249
             170.008                    0                    0                  249
             171.008                    0                    0                  249
             172.008                    0                    0                  249
             173.008                    0                    0                  249
             174.008                    0                    0                  249
             175.008                    0                    0                  249
             176.008                    0                    0                  249
             177.008                    0                    0                  249
             178.008                    0                    0                  249
             179.008                    0                    0                  249
             180.008                    0                    0                  249
             181.008                    0                    0                  249
             182.008                    0                    0                  249
             183.008                    0                    0                  249
             184.008                    0                    0                  249
             185.008                    0                    0                  249
             186.008                    0                    0                  249
             187.008                    0                    0                  249
             188.008                    0                    0                  249
             189.008                    0                    0                  249
             190.008                    0                    0                  249
             191.008                    0                    0                  249
             192.008                    0                    0                  249
             193.008                    0                    0                  249
             194.008                    0                    0                  249
             195.008                    0                    0                  249
             196.008                    0                    0                  249
             197.008                    0                    0                  249
             198.008                    0                    0                  249
             199.008                    0                    0                  249
             200.008                    0                    0                  249
             201.008                    0                    0                  249
             202.008                    0                    0                  249
             203.008                    0                    0                  249
             204.008                    0                    0                  249
             205.008                    0                    0                  249
             206.008                    0                    0                  249
             207.008                    0                    0                  249
             208.008                    0                    0                  249
             209.008                    0                    0                  249
             210.008                    0                    0                  249
             211.008                    0                    0                  249
             212.008                    0                    0                  249
             213.008                    0                    0                  249
             214.008                    0                    0                  249
             215.008                    0                    0                  249
             216.008                    0                    0                  249
             217.008                    0                    0                  249
             218.008                    0                    0                  249
             219.008                    0                    0                  249
             220.008                    0                    0                  249
             221.008                    0                    0                  249
             222.008                    0                    0                  249
             223.008                    0                    0                  249
             224.008                    0                    0                  249
             225.008                    0                    0                  249
             226.008                    0                    0                  249
             227.008                    0                    0                  249
             228.008                    0                    0                  249
             229.008                    0                    0                  249
             230.008                    0                    0                  249
             231.008                    0                    0                  249
             232.008                    0                    0                  249
             233.008                    0                    0                  249
             234.008                    0                    0                  249
             235.008                    0                    0                  249
             236.008                    0                    0                  249
             237.008                    0                    0                  249
             238.008                    0                    0                  249
             239.008                    0                    0                  249
             240.008                    0                    0                  249
             241.008                    0                    0                  249
             242.008                    0                    0                  249
             243.008                    0                    0                  249
             244.008                    0                    0                  249
             245.008                    0                    0                  249
             246.008                    0                    0                  249
             247.008                    0                    0                  249
             248.008                    0                    0                  249
             249.008                    0                    0                  249
             250.008                    0                    0                  249
             251.008                    0                    0                  249
             252.008                    0                    0                  249
             253.008                    0                    0                  249
             254.008                    0                    0                  249
             255.008                    0                    0                  249
             256.008                    0                    0                  249
             257.008                    0                    0                  249
             258.008                    0                    0                  249
             259.008                    0                    0                  249
             260.008                    0                    0                  249
             261.008                    0                    0                  249
             262.008                    0                    0                  249
             263.008                    0                    0                  249
             264.008                    0                    0                  249
             265.008                    0                    0                  249
             266.008                    0                    0                  249
             267.008                    0                    0                  249
             268.008                    0                    0                  249
             269.008                    0                    0                  249
             270.008                    0                    0                  249
             271.008                    0                    0                  249
             272.008                    0                    0                  249
             273.008                    0                    0                  249
             274.008                    0                    0                  249
             275.008                    0                    0                  249
             276.008                    0                    0                  249
             277.008                    0                    0                  249
             278.008                    0                    0                  249
             279.008                    0                    0                  249
             280.008                    0                    0                  249
             281.008                    0                    0                  249
             282.008                    0                    0                  249
             283.008                    0                    0                  249
             284.008                    0                    0                  249
             285.008                    0                    0                  249
             286.008                    0                    0                  249
             287.008                    0                    0                  249
             288.008                    0                    0                  249
             289.008                    0                    0                  249
             290.008                    0                    0                  249
             291.008                    0                    0                  249
             292.008                    0                    0                  249
             293.008                    0                    0                  249
             294.008                    0                    0                  249
             295.008                    0                    0                  249
             296.008                    0                    0                  249
             297.008                    0                    0                  249
             298.008                    0                    0                  249
             299.008                    0                    0                  249
