                   0                    1 
                   1           0.97014919 
                   2           0.90539149 
                   3           0.82175529 
                   4           0.73012089 
                   5            0.6375036 
                   6           0.54794825 
                   7           0.46407059 
                   8           0.38746758 
                   9           0.31882794 
                  10            0.2583882 
                  11           0.20633076 
                  12           0.16260276 
                  13           0.12662595 
                  14          0.098224634 
                  15          0.076260358 
                  16          0.059718428 
                  17          0.047619424 
                  18          0.039218675 
                  19           0.03312101 
                  20          0.027992607 
                  21          0.023952942 
                  22          0.021095177 
                  23          0.019496516 
                  24          0.019087653 
                  25          0.019480965 
                  26          0.020089359 
                  27          0.020267926 
                  28           0.01963058 
                  29          0.017952388 
                  30          0.015383196 
                  31           0.01202234 
                  32         0.0081593106 
                  33         0.0046069444 
                  34          0.001191846 
                  35        -0.0016856594 
                  36        -0.0039144909 
                  37        -0.0057801929 
                  38        -0.0074400611 
                  39        -0.0090776104 
                  40         -0.010783633 
                  41          -0.01235656 
                  42         -0.013337514 
                  43         -0.013530155 
                  44         -0.012348847 
                  45        -0.0095627478 
                  46        -0.0052439503 
                  47        6.0019289e-05 
                  48         0.0059675615 
                  49          0.011712037 
                  50          0.016335302 
