                 0.2                    1                    0 
                 0.2                    2                    0 
                 0.2                    3                    0 
                 0.2                    4                    0 
                 0.2                    5                    0 
                 0.2                    6                    0 
                 0.2                    7                    0 
                 0.2                    8                    0 
                 0.2                    9                    0 
                 0.2                   10                    0 
                 0.2                   11                    0 
                 0.2                   12                    0 
                 0.2                   13                    0 
                 0.2                   14                    0 
                 0.2                   15                    0 
                 0.2                   16                    0 
                 0.2                   17                    0 
                 0.2                   18                    0 
                 0.2                   19                    0 
                 0.2                   20                    0 
                 0.2                   21                    0 
                 0.2                   22                    0 
                 0.2                   23                    0 
                 0.2                   24                    0 
                 0.2                   25                    0 
                 0.2                   26                    0 
                 0.2                   27                    0 
                 0.2                   28                    0 
                 0.2                   29                    0 
                 0.2                   30                    0 
                 0.2                   31                    0 
                 0.2                   32                    0 
                 0.2                   33                    0 
                 0.2                   34                    0 
                 0.2                   35                    0 
                 0.2                   36                    0 
                 0.2                   37                    0 
                 0.2                   38                    0 
                 0.2                   39                    0 
                 0.2                   40                    0 
                 0.2                   41                    0 
                 0.2                   42                    0 
                 0.2                   43                    0 
                 0.2                   44                    0 
                 0.2                   45        2.9301648e-26 
                 0.2                   46         2.834488e-18 
                 0.2                   47        1.9666607e-11 
                 0.2                   48        1.4740154e-05 
                 0.2                   49           0.48339492 
                 0.2                   50           0.50408592 
                 0.2                   51         0.0074737042 
                 0.2                   52        2.5171366e-08 
                 0.2                   53        7.7228857e-15 
                 0.2                   54        6.0964997e-22 
                 0.2                   55        1.4382862e-29 
                 0.2                   56        2.0561679e-37 
                 0.2                   57        1.0367625e-45 
                 0.2                   58        1.0955817e-54 
                 0.2                   59                    0 
                 0.2                   60                    0 
                 0.2                   61                    0 
                 0.2                   62                    0 
                 0.2                   63                    0 
                 0.2                   64                    0 
                 0.2                   65                    0 
                 0.2                   66                    0 
                 0.2                   67                    0 
                 0.2                   68                    0 
                 0.2                   69                    0 
                 0.2                   70                    0 
                 0.2                   71                    0 
                 0.2                   72                    0 
                 0.2                   73                    0 
                 0.2                   74                    0 
                 0.2                   75                    0 
                 0.2                   76                    0 
                 0.2                   77                    0 
                 0.2                   78                    0 
                 0.2                   79                    0 
                 0.2                   80                    0 
                 0.2                   81                    0 
                 0.2                   82                    0 
                 0.2                   83                    0 
                 0.2                   84                    0 
                 0.2                   85                    0 
                 0.2                   86                    0 
                 0.2                   87                    0 
                 0.2                   88                    0 
                 0.2                   89                    0 
                 0.2                   90                    0 
                 0.2                   91                    0 
                 0.2                   92                    0 
                 0.2                   93                    0 
                 0.2                   94                    0 
                 0.2                   95                    0 
                 0.2                   96                    0 
                 0.2                   97                    0 
                 0.2                   98                    0 
                 0.2                   99                    0 
                 0.2                  100                    0 
                0.75                    1                    0 
                0.75                    2                    0 
                0.75                    3                    0 
                0.75                    4                    0 
                0.75                    5                    0 
                0.75                    6                    0 
                0.75                    7                    0 
                0.75                    8                    0 
                0.75                    9                    0 
                0.75                   10                    0 
                0.75                   11                    0 
                0.75                   12                    0 
                0.75                   13                    0 
                0.75                   14                    0 
                0.75                   15                    0 
                0.75                   16                    0 
                0.75                   17                    0 
                0.75                   18                    0 
                0.75                   19                    0 
                0.75                   20                    0 
                0.75                   21                    0 
                0.75                   22                    0 
                0.75                   23                    0 
                0.75                   24                    0 
                0.75                   25                    0 
                0.75                   26                    0 
                0.75                   27                    0 
                0.75                   28                    0 
                0.75                   29                    0 
                0.75                   30                    0 
                0.75                   31                    0 
                0.75                   32                    0 
                0.75                   33                    0 
                0.75                   34         2.073156e-95 
                0.75                   35        2.0541328e-86 
                0.75                   36        8.0232974e-78 
                0.75                   37        1.4388328e-69 
                0.75                   38        3.0064953e-62 
                0.75                   39        1.5702063e-54 
                0.75                   40        9.8975618e-48 
                0.75                   41        2.7713183e-41 
                0.75                   42        9.1420137e-35 
                0.75                   43        1.2079872e-28 
                0.75                   44        1.8810257e-22 
                0.75                   45         1.537987e-16 
                0.75                   46        2.0139737e-11 
                0.75                   47        5.2830032e-07 
                0.75                   48         0.0021761828 
                0.75                   49           0.32349035 
                0.75                   50             0.575774 
                0.75                   51          0.084766438 
