-10.898979 10.797959
-10.798979 9.628163
-10.698979 8.478367
-10.598979 7.348571
-10.498979 6.238775
-10.398979 5.148979
-10.298979 4.079184
-10.198979 3.029388
-10.098979 1.999592
-9.998979 0.989796
-9.898979 0.000000
-9.798979 -0.969796
-9.698979 -1.919592
-9.598979 -2.849388
-9.498979 -3.759184
-9.398979 -4.648979
-9.298979 -5.518775
-9.198979 -6.368571
-9.098979 -7.198367
-8.998979 -8.008163
-8.898979 -8.797959
-8.798979 -9.567755
-8.698979 -10.317551
-8.598979 -11.047347
-8.498979 -11.757143
-8.398979 -12.446938
-8.298979 -13.116734
-8.198979 -13.766530
-8.098979 -14.396326
-7.998979 -15.006122
-7.898979 -15.595918
-7.798979 -16.165714
-7.698979 -16.715510
-7.598979 -17.245306
-7.498979 -17.755102
-7.398979 -18.244897
-7.298979 -18.714693
-7.198979 -19.164489
-7.098979 -19.594285
-6.998979 -20.004081
-6.898979 -20.393877
-6.798979 -20.763673
-6.698979 -21.113469
-6.598979 -21.443265
-6.498979 -21.753061
-6.398979 -22.042856
-6.298979 -22.312652
-6.198979 -22.562448
-6.098979 -22.792244
-5.998979 -23.002040
-5.898979 -23.191836
-5.798979 -23.361632
-5.698979 -23.511428
-5.598979 -23.641224
-5.498979 -23.751019
-5.398979 -23.840815
-5.298979 -23.910611
-5.198979 -23.960407
-5.098979 -23.990203
-4.998979 -23.999999
-4.898979 -23.989795
-4.798979 -23.959591
-4.698979 -23.909387
-4.598979 -23.839183
-4.498979 -23.748978
-4.398979 -23.638774
-4.298979 -23.508570
-4.198979 -23.358366
-4.098979 -23.188162
-3.998979 -22.997958
-3.898979 -22.787754
-3.798979 -22.557550
-3.698979 -22.307346
-3.598979 -22.037142
-3.498979 -21.746937
-3.398979 -21.436733
-3.298979 -21.106529
-3.198979 -20.756325
-3.098979 -20.386121
-2.998979 -19.995917
-2.898979 -19.585713
-2.798979 -19.155509
-2.698979 -18.705305
-2.598979 -18.235100
-2.498979 -17.744896
-2.398979 -17.234692
-2.298979 -16.704488
-2.198979 -16.154284
-2.098979 -15.584080
-1.998979 -14.993876
-1.898979 -14.383672
-1.798979 -13.753468
-1.698979 -13.103264
-1.598979 -12.433059
-1.498979 -11.742855
-1.398979 -11.032651
-1.298979 -10.302447
-1.198979 -9.552243
-1.098979 -8.782039
-0.998979 -7.991835
-0.898979 -7.181631
-0.798979 -6.351427
-0.698979 -5.501223
-0.598979 -4.631018
-0.498979 -3.740814
-0.398979 -2.830610
-0.298979 -1.900406
-0.198979 -0.950202
-0.098979 0.020002
0.001021 1.010206
0.101021 2.020410
0.201021 3.050614
0.301021 4.100818
0.401021 5.171023
0.501021 6.261227
0.601021 7.371431
0.701021 8.501635
0.801021 9.651839
